full_name,phone_number,timestamp,geolocation,place_name,latitude,longitude,city,hour,drone_id,drone_model,drone_speed_kmh,drone_altitude_m,drone_frequency_mhz,drone_range_m,drone_heading_deg,drone_flight_duration_sec,drone_distance_border_m,operator_id,last_signal_time,signal_loss_duration_sec,phone_blackout_flag
Cyrus Wexford Pendleton,+52 9371804465,2025-05-14 03:03:31,"32.515065, -117.018270",PEMEX Gasolinera Blvd. Las Palmas,32.515065,-117.01827,Tijuana,3,,,,,,,,,,,2025-05-14 03:03:31,267.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-05-16 04:31:47,"27.473118, -99.518251",PEMEX Dr. Cos y Perez,27.473118,-99.518251,Nuevo Laredo,4,,,,,,,,,,,2025-05-16 04:31:47,110.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-05-18 04:01:42,"32.527026, -117.007260",Bodega Logistica Zona Rio,32.527026,-117.00726,Tijuana,4,,,,,,,,,,,2025-05-18 04:01:42,281.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-05-19 10:03:03,"24.807193, -107.381570",PEMEX Blvd. Universitarios,24.807193,-107.38157,Culiacan,10,,,,,,,,,,,2025-05-19 10:03:03,247.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-01 03:21:26,"32.518761, -117.017237",PEMEX Gasolinera Blvd. Las Palmas,32.518761,-117.017237,Tijuana,3,,,,,,,,,,,2025-06-01 03:21:26,34.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-01 03:26:48,"24.813306, -107.380320",PEMEX Blvd. Universitarios,24.813306,-107.38032,Culiacan,3,,,,,,,,,,,2025-06-01 03:26:48,80.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-04 04:55:42,"32.506736, -117.025383",Bodega Refrigerada Av. Internacional,32.506736,-117.025383,Tijuana,4,,,,,,,,,,,2025-06-04 04:55:42,14.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-06 23:05:30,"24.808606, -107.380402",PEMEX Blvd. Universitarios,24.808606,-107.380402,Culiacan,23,,,,,,,,,,,2025-06-06 23:05:30,139.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-10 00:57:41,"24.813398, -107.378053",PEMEX Blvd. Universitarios,24.813398,-107.378053,Culiacan,0,,,,,,,,,,,2025-06-10 00:57:41,171.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-10 16:24:36,"31.893633, -112.819921",Lukeville-Sonoyta crossing,31.893633,-112.819921,Sonoyta,16,,,,,,,,,,,2025-06-10 16:24:36,35.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-19 00:18:07,"32.562214, -116.922772",CALIMAX Supermercado Otay,32.562214,-116.922772,Tijuana,0,,,,,,,,,,,2025-06-19 00:18:07,106.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-06-26 04:21:14,"24.811279, -107.382761",PEMEX Blvd. Universitarios,24.811279,-107.382761,Culiacan,4,,,,,,,,,,,2025-06-26 04:21:14,132.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-06 00:46:29,"32.527728, -117.009911",Bodega Logistica Zona Rio,32.527728,-117.009911,Tijuana,0,,,,,,,,,,,2025-07-06 00:46:29,135.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-07 01:45:47,"31.892260, -112.820040",Lukeville-Sonoyta crossing,31.89226,-112.82004,Sonoyta,1,,,,,,,,,,,2025-07-07 01:45:47,224.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-08 16:42:02,"32.514434, -117.018320",PEMEX Gasolinera Blvd. Las Palmas,32.514434,-117.01832,Tijuana,16,,,,,,,,,,,2025-07-08 16:42:02,230.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-10 09:45:21,"32.516265, -117.012590",PEMEX Gasolinera Blvd. Las Palmas,32.516265,-117.01259,Tijuana,9,,,,,,,,,,,2025-07-10 09:45:21,220.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-12 02:51:05,"32.522215, -117.007261",Bodega Logistica Zona Rio,32.522215,-117.007261,Tijuana,2,,,,,,,,,,,2025-07-12 02:51:05,160.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-12 03:14:56,"24.757789, -107.429798",Almacen refrigerado Hwy 15,24.757789,-107.429798,Culiacan,3,,,,,,,,,,,2025-07-12 03:14:56,231.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-17 03:10:51,"24.807840, -107.378925",PEMEX Blvd. Universitarios,24.80784,-107.378925,Culiacan,3,,,,,,,,,,,2025-07-17 03:10:51,44.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-18 14:43:06,"24.811704, -107.383255",PEMEX Blvd. Universitarios,24.811704,-107.383255,Culiacan,14,,,,,,,,,,,2025-07-18 14:43:06,236.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-21 03:45:18,"24.762741, -107.427883",Almacen refrigerado Hwy 15,24.762741,-107.427883,Culiacan,3,,,,,,,,,,,2025-07-21 03:45:18,135.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-23 23:07:56,"24.807049, -107.377405",PEMEX Blvd. Universitarios,24.807049,-107.377405,Culiacan,23,,,,,,,,,,,2025-07-23 23:07:56,115.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-26 04:24:18,"32.527429, -117.009604",Bodega Logistica Zona Rio,32.527429,-117.009604,Tijuana,4,,,,,,,,,,,2025-07-26 04:24:18,198.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-07-31 01:06:11,"32.505027, -116.994586",Truck stop Blvd. Insurgentes km 3,32.505027,-116.994586,Tijuana,1,,,,,,,,,,,2025-07-31 01:06:11,21.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-01 22:53:45,"24.812718, -107.378657",PEMEX Blvd. Universitarios,24.812718,-107.378657,Culiacan,22,,,,,,,,,,,2025-08-01 22:53:45,156.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-06 00:18:56,"32.521081, -117.003613",Bodega Logistica Zona Rio,32.521081,-117.003613,Tijuana,0,,,,,,,,,,,2025-08-06 00:18:56,189.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-12 00:03:28,"28.307483, -100.621079",Puente Colombia approach km 2,28.307483,-100.621079,Nuevo Laredo,0,,,,,,,,,,,2025-08-12 00:03:28,141.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-19 23:41:56,"32.509933, -117.027135",Bodega Refrigerada Av. Internacional,32.509933,-117.027135,Tijuana,23,,,,,,,,,,,2025-08-19 23:41:56,85.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-20 04:13:10,"24.809206, -107.378518",PEMEX Blvd. Universitarios,24.809206,-107.378518,Culiacan,4,,,,,,,,,,,2025-08-20 04:13:10,270.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-28 18:01:38,"24.811468, -107.377104",PEMEX Blvd. Universitarios,24.811468,-107.377104,Culiacan,18,,,,,,,,,,,2025-08-28 18:01:38,144.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-28 23:23:13,"24.811383, -107.377817",PEMEX Blvd. Universitarios,24.811383,-107.377817,Culiacan,23,,,,,,,,,,,2025-08-28 23:23:13,22.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-29 00:51:13,"31.890327, -112.824394",Lukeville-Sonoyta crossing,31.890327,-112.824394,Sonoyta,0,,,,,,,,,,,2025-08-29 00:51:13,265.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-08-29 04:20:55,"27.475136, -99.521670",PEMEX Dr. Cos y Perez,27.475136,-99.52167,Nuevo Laredo,4,,,,,,,,,,,2025-08-29 04:20:55,281.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-09-03 02:07:56,"32.519608, -117.018772",PEMEX Gasolinera Blvd. Las Palmas,32.519608,-117.018772,Tijuana,2,,,,,,,,,,,2025-09-03 02:07:56,61.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-09-05 00:14:41,"24.808055, -107.376827",PEMEX Blvd. Universitarios,24.808055,-107.376827,Culiacan,0,,,,,,,,,,,2025-09-05 00:14:41,112.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-09-06 23:23:17,"24.811806, -107.382764",PEMEX Blvd. Universitarios,24.811806,-107.382764,Culiacan,23,,,,,,,,,,,2025-09-06 23:23:17,141.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-09-08 02:42:34,"32.503975, -116.996820",Truck stop Blvd. Insurgentes km 3,32.503975,-116.99682,Tijuana,2,,,,,,,,,,,2025-09-08 02:42:34,273.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-09-10 17:34:13,"32.526892, -117.009664",Bodega Logistica Zona Rio,32.526892,-117.009664,Tijuana,17,,,,,,,,,,,2025-09-10 17:34:13,153.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-09-30 01:50:03,"27.475360, -99.519991",PEMEX Dr. Cos y Perez,27.47536,-99.519991,Nuevo Laredo,1,,,,,,,,,,,2025-09-30 01:50:03,9.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-02 02:43:00,"24.810718, -107.380357",PEMEX Blvd. Universitarios,24.810718,-107.380357,Culiacan,2,,,,,,,,,,,2025-10-02 02:43:00,184.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-03 02:21:02,"32.524407, -117.005064",Bodega Logistica Zona Rio,32.524407,-117.005064,Tijuana,2,,,,,,,,,,,2025-10-03 02:21:02,214.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-09 02:54:30,"31.890608, -112.822002",Lukeville-Sonoyta crossing,31.890608,-112.822002,Sonoyta,2,,,,,,,,,,,2025-10-09 02:54:30,229.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-10 03:44:02,"27.472328, -99.518303",PEMEX Dr. Cos y Perez,27.472328,-99.518303,Nuevo Laredo,3,,,,,,,,,,,2025-10-10 03:44:02,165.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-14 02:37:11,"27.474689, -99.520431",PEMEX Dr. Cos y Perez,27.474689,-99.520431,Nuevo Laredo,2,,,,,,,,,,,2025-10-14 02:37:11,8.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-18 22:44:46,"32.499638, -116.992843",Truck stop Blvd. Insurgentes km 3,32.499638,-116.992843,Tijuana,22,,,,,,,,,,,2025-10-18 22:44:46,132.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-23 04:16:07,"32.522940, -117.003259",Bodega Logistica Zona Rio,32.52294,-117.003259,Tijuana,4,,,,,,,,,,,2025-10-23 04:16:07,11.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-24 01:46:46,"32.521567, -117.011323",PEMEX Gasolinera Blvd. Las Palmas,32.521567,-117.011323,Tijuana,1,,,,,,,,,,,2025-10-24 01:46:46,211.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-25 04:03:23,"27.495009, -99.504531",Gateway Americas Bridge area,27.495009,-99.504531,Nuevo Laredo,4,,,,,,,,,,,2025-10-25 04:03:23,12.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-27 01:21:00,"32.505495, -116.992919",Truck stop Blvd. Insurgentes km 3,32.505495,-116.992919,Tijuana,1,,,,,,,,,,,2025-10-27 01:21:00,111.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-10-27 01:43:38,"27.472459, -99.522566",PEMEX Dr. Cos y Perez,27.472459,-99.522566,Nuevo Laredo,1,,,,,,,,,,,2025-10-27 01:43:38,73.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-01 22:23:35,"27.477145, -99.521136",PEMEX Dr. Cos y Perez,27.477145,-99.521136,Nuevo Laredo,22,,,,,,,,,,,2025-11-01 22:23:35,151.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-04 12:33:34,"27.477645, -99.522750",PEMEX Dr. Cos y Perez,27.477645,-99.52275,Nuevo Laredo,12,,,,,,,,,,,2025-11-04 12:33:34,32.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-06 01:56:57,"32.499124, -116.992543",Truck stop Blvd. Insurgentes km 3,32.499124,-116.992543,Tijuana,1,,,,,,,,,,,2025-11-06 01:56:57,36.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-09 03:10:40,"27.477256, -99.511795",Zona Franca bodega logistica,27.477256,-99.511795,Nuevo Laredo,3,,,,,,,,,,,2025-11-09 03:10:40,203.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-11 03:15:06,"32.506974, -116.993830",Truck stop Blvd. Insurgentes km 3,32.506974,-116.99383,Tijuana,3,,,,,,,,,,,2025-11-11 03:15:06,282.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-13 23:40:28,"32.517024, -117.015645",PEMEX Gasolinera Blvd. Las Palmas,32.517024,-117.015645,Tijuana,23,,,,,,,,,,,2025-11-13 23:40:28,153.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-17 04:39:55,"32.523365, -117.006899",Bodega Logistica Zona Rio,32.523365,-117.006899,Tijuana,4,,,,,,,,,,,2025-11-17 04:39:55,141.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-17 23:09:00,"27.475340, -99.519823",PEMEX Dr. Cos y Perez,27.47534,-99.519823,Nuevo Laredo,23,,,,,,,,,,,2025-11-17 23:09:00,4.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-21 22:10:39,"31.883727, -112.841051",Rest stop Hwy 8 km 2,31.883727,-112.841051,Sonoyta,22,,,,,,,,,,,2025-11-21 22:10:39,200.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-23 13:11:35,"27.471184, -99.522658",PEMEX Dr. Cos y Perez,27.471184,-99.522658,Nuevo Laredo,13,,,,,,,,,,,2025-11-23 13:11:35,112.0,0.0
Cyrus Wexford Pendleton,+52 9371804465,2025-11-30 00:41:03,"32.516398, -117.012522",PEMEX Gasolinera Blvd. Las Palmas,32.516398,-117.012522,Tijuana,0,,,,,,,,,,,2025-11-30 00:41:03,85.0,0.0
Dakota Hamilton Olsen,+52 9344393606,2024-07-21 23:00:21,"31.319444, -109.557490",Bodega Maquiladora AP Norte,31.319444,-109.55749,Agua Prieta,23,,,,,,,,,750.0,,,,
Dakota Hamilton Olsen,+52 9344393606,2025-10-31 04:53:41,"31.726801, -106.457003",Americas Bridge truck staging,31.726801,-106.457003,Ciudad Juarez,4,,,,,,,,,180.0,,,,
Damian Hollister Vane,+1 5550115774,2024-01-04 03:49:52,"28.692996, -100.513792",PEMEX Carranza 340,28.692996,-100.513792,Piedras Negras,3,,,,,,,,,,,2024-01-04 03:49:52,20.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-06 04:36:30,"32.503669, -116.991171",Truck stop Blvd. Insurgentes km 3,32.503669,-116.991171,Tijuana,4,,,,,,,,,,,2024-01-06 04:36:30,198.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-08 17:39:57,"26.056941, -98.318002",Parque Industrial Reynosa Norte,26.056941,-98.318002,Reynosa,17,,,,,,,,,,,2024-01-08 17:39:57,29.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-09 15:33:36,"28.712312, -100.532647",Almacen zona aduanal,28.712312,-100.532647,Piedras Negras,15,,,,,,,,,,,2024-01-09 15:33:36,191.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-12 22:13:46,"26.060490, -98.321112",Parque Industrial Reynosa Norte,26.06049,-98.321112,Reynosa,22,,,,,,,,,,,2024-01-12 22:13:46,120.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-16 23:44:51,"26.063437, -98.319963",Parque Industrial Reynosa Norte,26.063437,-98.319963,Reynosa,23,,,,,,,,,,,2024-01-16 23:44:51,45.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-17 00:09:46,"32.499089, -116.996896",Truck stop Blvd. Insurgentes km 3,32.499089,-116.996896,Tijuana,0,,,,,,,,,,,2024-01-17 00:09:46,278.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-24 22:50:44,"26.057142, -98.317275",Parque Industrial Reynosa Norte,26.057142,-98.317275,Reynosa,22,,,,,,,,,,,2024-01-24 22:50:44,240.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-26 23:11:53,"28.713153, -100.533097",Almacen zona aduanal,28.713153,-100.533097,Piedras Negras,23,,,,,,,,,,,2024-01-26 23:11:53,38.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-28 23:39:32,"32.506655, -117.027505",Bodega Refrigerada Av. Internacional,32.506655,-117.027505,Tijuana,23,,,,,,,,,,,2024-01-28 23:39:32,65.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-29 00:23:03,"28.686705, -100.509879",PEMEX Carranza 340,28.686705,-100.509879,Piedras Negras,0,,,,,,,,,,,2024-01-29 00:23:03,51.0,0.0
Damian Hollister Vane,+1 5550115774,2024-01-30 22:32:11,"28.687780, -100.507943",PEMEX Carranza 340,28.68778,-100.507943,Piedras Negras,22,,,,,,,,,,,2024-01-30 22:32:11,193.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-01 00:55:53,"32.512427, -117.023630",Bodega Refrigerada Av. Internacional,32.512427,-117.02363,Tijuana,0,,,,,,,,,,,2024-02-01 00:55:53,200.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-04 01:35:07,"28.708266, -100.533975",Almacen zona aduanal,28.708266,-100.533975,Piedras Negras,1,,,,,,,,,,,2024-02-04 01:35:07,164.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-05 22:52:04,"26.059903, -98.316641",Parque Industrial Reynosa Norte,26.059903,-98.316641,Reynosa,22,,,,,,,,,,,2024-02-05 22:52:04,41.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-05 23:50:07,"32.521230, -117.012027",PEMEX Gasolinera Blvd. Las Palmas,32.52123,-117.012027,Tijuana,23,,,,,,,,,,,2024-02-05 23:50:07,176.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-06 00:40:01,"32.503200, -116.998861",Truck stop Blvd. Insurgentes km 3,32.5032,-116.998861,Tijuana,0,,,,,,,,,,,2024-02-06 00:40:01,291.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-06 16:02:35,"32.499699, -116.998582",Truck stop Blvd. Insurgentes km 3,32.499699,-116.998582,Tijuana,16,,,,,,,,,,,2024-02-06 16:02:35,62.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-09 03:24:35,"26.058040, -98.319870",Parque Industrial Reynosa Norte,26.05804,-98.31987,Reynosa,3,,,,,,,,,,,2024-02-09 03:24:35,287.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-09 14:27:57,"32.504513, -116.991910",Truck stop Blvd. Insurgentes km 3,32.504513,-116.99191,Tijuana,14,,,,,,,,,,,2024-02-09 14:27:57,297.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-11 04:02:12,"32.506850, -117.027965",Bodega Refrigerada Av. Internacional,32.50685,-117.027965,Tijuana,4,,,,,,,,,,,2024-02-11 04:02:12,246.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-13 00:44:39,"28.687379, -100.507488",PEMEX Carranza 340,28.687379,-100.507488,Piedras Negras,0,,,,,,,,,,,2024-02-13 00:44:39,142.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-15 02:14:54,"28.707060, -100.535246",Almacen zona aduanal,28.70706,-100.535246,Piedras Negras,2,,,,,,,,,,,2024-02-15 02:14:54,257.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-16 01:52:24,"26.058962, -98.321455",Parque Industrial Reynosa Norte,26.058962,-98.321455,Reynosa,1,,,,,,,,,,,2024-02-16 01:52:24,145.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-16 22:24:45,"28.690174, -100.510019",PEMEX Carranza 340,28.690174,-100.510019,Piedras Negras,22,,,,,,,,,,,2024-02-16 22:24:45,104.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-17 00:58:12,"26.062506, -98.323268",Parque Industrial Reynosa Norte,26.062506,-98.323268,Reynosa,0,,,,,,,,,,,2024-02-17 00:58:12,91.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-19 01:13:47,"26.058491, -98.319354",Parque Industrial Reynosa Norte,26.058491,-98.319354,Reynosa,1,,,,,,,,,,,2024-02-19 01:13:47,263.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-19 23:02:55,"32.500142, -116.995235",Truck stop Blvd. Insurgentes km 3,32.500142,-116.995235,Tijuana,23,,,,,,,,,,,2024-02-19 23:02:55,55.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-21 00:57:04,"32.520370, -117.015788",PEMEX Gasolinera Blvd. Las Palmas,32.52037,-117.015788,Tijuana,0,,,,,,,,,,,2024-02-21 00:57:04,146.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-22 00:06:10,"28.708989, -100.531530",Almacen zona aduanal,28.708989,-100.53153,Piedras Negras,0,,,,,,,,,,,2024-02-22 00:06:10,161.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-25 02:37:32,"32.500853, -116.996119",Truck stop Blvd. Insurgentes km 3,32.500853,-116.996119,Tijuana,2,,,,,,,,,,,2024-02-25 02:37:32,112.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-28 23:50:40,"28.689574, -100.508334",PEMEX Carranza 340,28.689574,-100.508334,Piedras Negras,23,,,,,,,,,,,2024-02-28 23:50:40,157.0,0.0
Damian Hollister Vane,+1 5550115774,2024-02-29 15:53:44,"24.812671, -107.376495",PEMEX Blvd. Universitarios,24.812671,-107.376495,Culiacan,15,,,,,,,,,,,2024-02-29 15:53:44,272.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-01 15:05:42,"32.502867, -116.995887",Truck stop Blvd. Insurgentes km 3,32.502867,-116.995887,Tijuana,15,,,,,,,,,,,2024-03-01 15:05:42,160.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-02 03:41:11,"24.810601, -107.383397",PEMEX Blvd. Universitarios,24.810601,-107.383397,Culiacan,3,,,,,,,,,,,2024-03-02 03:41:11,24.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-06 02:19:35,"28.689982, -100.510136",PEMEX Carranza 340,28.689982,-100.510136,Piedras Negras,2,,,,,,,,,,,2024-03-06 02:19:35,35.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-06 15:15:00,"26.058045, -98.321790",Parque Industrial Reynosa Norte,26.058045,-98.32179,Reynosa,15,,,,,,,,,,,2024-03-06 15:15:00,147.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-09 22:58:43,"26.063891, -98.321121",Parque Industrial Reynosa Norte,26.063891,-98.321121,Reynosa,22,,,,,,,,,,,2024-03-09 22:58:43,242.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-10 14:52:01,"26.063128, -98.323386",Parque Industrial Reynosa Norte,26.063128,-98.323386,Reynosa,14,,,,,,,,,,,2024-03-10 14:52:01,277.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-16 04:31:07,"28.693889, -100.512767",PEMEX Carranza 340,28.693889,-100.512767,Piedras Negras,4,,,,,,,,,,,2024-03-16 04:31:07,89.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-18 00:35:22,"26.098062, -98.233807",Garita Hidalgo bridge vicinity,26.098062,-98.233807,Reynosa,0,,,,,,,,,,,2024-03-18 00:35:22,69.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-18 03:24:30,"28.706800, -100.536653",Almacen zona aduanal,28.7068,-100.536653,Piedras Negras,3,,,,,,,,,,,2024-03-18 03:24:30,100.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-19 23:44:56,"32.508755, -117.022791",Bodega Refrigerada Av. Internacional,32.508755,-117.022791,Tijuana,23,,,,,,,,,,,2024-03-19 23:44:56,21.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-20 01:38:33,"28.707293, -100.532010",Almacen zona aduanal,28.707293,-100.53201,Piedras Negras,1,,,,,,,,,,,2024-03-20 01:38:33,240.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-20 03:52:49,"28.691542, -100.507888",PEMEX Carranza 340,28.691542,-100.507888,Piedras Negras,3,,,,,,,,,,,2024-03-20 03:52:49,145.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-23 01:57:03,"32.520426, -117.012612",PEMEX Gasolinera Blvd. Las Palmas,32.520426,-117.012612,Tijuana,1,,,,,,,,,,,2024-03-23 01:57:03,288.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-23 11:57:41,"28.690789, -100.507023",PEMEX Carranza 340,28.690789,-100.507023,Piedras Negras,11,,,,,,,,,,,2024-03-23 11:57:41,120.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-26 01:23:58,"26.057983, -98.321746",Parque Industrial Reynosa Norte,26.057983,-98.321746,Reynosa,1,,,,,,,,,,,2024-03-26 01:23:58,97.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-30 03:03:01,"32.512087, -117.022941",Bodega Refrigerada Av. Internacional,32.512087,-117.022941,Tijuana,3,,,,,,,,,,,2024-03-30 03:03:01,294.0,0.0
Damian Hollister Vane,+1 5550115774,2024-03-30 04:05:12,"28.712047, -100.532973",Almacen zona aduanal,28.712047,-100.532973,Piedras Negras,4,,,,,,,,,,,2024-03-30 04:05:12,226.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-01 23:24:26,"26.056095, -98.317682",Parque Industrial Reynosa Norte,26.056095,-98.317682,Reynosa,23,,,,,,,,,,,2024-04-01 23:24:26,63.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-02 22:47:01,"26.057627, -98.323879",Parque Industrial Reynosa Norte,26.057627,-98.323879,Reynosa,22,,,,,,,,,,,2024-04-02 22:47:01,128.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-04 12:47:37,"24.808175, -107.377464",PEMEX Blvd. Universitarios,24.808175,-107.377464,Culiacan,12,,,,,,,,,,,2024-04-04 12:47:37,100.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-06 04:59:49,"24.760462, -107.427153",Almacen refrigerado Hwy 15,24.760462,-107.427153,Culiacan,4,,,,,,,,,,,2024-04-06 04:59:49,268.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-09 17:41:39,"32.569467, -116.909772",Zona Industrial Mesa Otay,32.569467,-116.909772,Tijuana,17,,,,,,,,,,,2024-04-09 17:41:39,111.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-09 23:00:53,"28.690539, -100.510634",PEMEX Carranza 340,28.690539,-100.510634,Piedras Negras,23,,,,,,,,,,,2024-04-09 23:00:53,219.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-11 01:08:07,"32.501721, -116.991444",Truck stop Blvd. Insurgentes km 3,32.501721,-116.991444,Tijuana,1,,,,,,,,,,,2024-04-11 01:08:07,255.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-12 23:54:07,"32.505802, -116.996541",Truck stop Blvd. Insurgentes km 3,32.505802,-116.996541,Tijuana,23,,,,,,,,,,,2024-04-12 23:54:07,208.0,0.0
Damian Hollister Vane,+1 5550115774,2024-04-14 23:51:34,"28.693649, -100.511778",PEMEX Carranza 340,28.693649,-100.511778,Piedras Negras,23,,,,,,,,,,,2024-04-14 23:51:34,197.0,0.0
